time,lon,lat,slp,wsp,sfc_phi,tempest_ID,miami_dist,ss_wsp,ss_mslp
2013-09-10 00:00:00,283.959857,26.025,98844.72,32.85325,0.0,storm_1354,417.86,Tropical Storm,Category 1
2013-09-10 06:00:00,283.990959,25.632999,98455.23,38.98831,0.0,storm_1354,421.04,Category 1,Category 1
2013-09-10 12:00:00,284.068825,25.177872,96448.8,49.84868,0.0,storm_1354,434.47,Category 3,Category 2
2013-09-10 18:00:00,283.784542,24.974525,95424.1,58.09389,1.66342,storm_1354,410.92,Category 4,Category 3
2013-09-11 00:00:00,283.60932,24.848583,92110.98,74.71606,0.0,storm_1354,397.35,Category 5,Category 5
2013-09-11 06:00:00,283.026377,24.681485,91295.2,71.64004,0.0,storm_1354,347.37,Category 5,Category 5
2013-09-11 12:00:00,282.348927,24.854172,92870.58,74.5277,0.0,storm_1354,276.72,Category 5,Category 4
2013-09-11 18:00:00,281.268365,24.976306,91924.33,77.65813,0.0,storm_1354,172.94,Category 5,Category 5
2013-09-12 00:00:00,280.191535,25.091022,91475.07,84.38746,0.0,storm_1354,86.03,Category 5,Category 5
2013-09-12 06:00:00,278.721997,25.143379,91963.62,74.40834,0.0,storm_1354,128.3,Category 5,Category 5
2013-09-12 12:00:00,277.496091,25.103519,89777.99,77.25153,0.0,storm_1354,242.27,Category 5,Category 5
2013-09-12 18:00:00,275.942795,25.462205,91628.42,85.35546,0.0,storm_1354,387.43,Category 5,Category 5
2013-09-13 00:00:00,274.480032,25.166417,90523.12,77.44402,0.0,storm_1354,537.43,Category 5,Category 5
2013-09-13 06:00:00,273.31668,25.374915,88343.33,79.29005,0.0,storm_1354,650.87,Category 5,Category 5
2013-09-13 12:00:00,272.444092,25.560999,89449.2,83.79536,0.0,storm_1354,736.65,Category 5,Category 5
2013-09-13 18:00:00,271.31684,26.238212,90252.22,80.1385,0.0,storm_1354,848.32,Category 5,Category 5
2013-09-14 00:00:00,270.459346,26.713876,89565.1,78.54553,0.0,storm_1354,936.32,Category 5,Category 5
2013-09-14 06:00:00,269.690686,27.273577,89850.22,79.54002,0.0,storm_1354,1018.34,Category 5,Category 5
2013-09-14 12:00:00,269.355655,28.448717,90063.54,79.01926,0.0,storm_1354,1074.38,Category 5,Category 5
2013-09-14 18:00:00,268.858875,29.590835,91446.78,75.90353,23.66658,storm_1354,1156.42,Category 5,Category 5
2013-09-15 00:00:00,268.621975,30.914801,95179.07,39.89278,434.4123,storm_1354,1232.51,Category 1,Category 3
2013-09-15 06:00:00,268.977942,32.375412,97069.32,27.03752,255.06,storm_1354,1280.56,Tropical Storm,Category 2
2013-09-15 12:00:00,269.727079,33.424728,97747.92,24.79523,372.2415,storm_1354,1291.11,Tropical Storm,Category 1
2013-09-15 18:00:00,270.371124,34.84895,98334.33,30.55091,1263.554,storm_1354,1353.44,Tropical Storm,Category 1
2013-09-16 00:00:00,271.709404,35.614012,98692.88,22.78095,1176.836,storm_1354,1338.21,Tropical Storm,Category 1
2013-09-16 06:00:00,272.893494,36.084307,99055.68,20.11473,1856.45,storm_1354,1320.75,Tropical Storm,Tropical Storm
2013-09-16 12:00:00,275.037767,36.864202,99408.16,16.1148,2558.535,storm_1354,1312.6,Tropical Depression,Tropical Storm
2013-09-16 18:00:00,278.471437,38.84033,99559.5,16.49281,2707.931,storm_1354,1458.02,Tropical Depression,Tropical Storm
2013-09-17 00:00:00,282.776161,38.184381,99654.95,18.2911,161.3133,storm_1354,1408.03,Tropical Storm,Tropical Storm
2013-09-17 06:00:00,284.083533,38.790757,99421.05,22.16813,67.73646,storm_1354,1501.94,Tropical Storm,Tropical Storm
2013-09-17 12:00:00,285.093044,39.712937,99130.4,32.03558,423.8692,storm_1354,1626.35,Tropical Storm,Tropical Storm
2013-09-17 18:00:00,286.484192,40.57804,98959.51,23.50742,0.0,storm_1354,1758.48,Tropical Storm,Category 1
2013-09-18 12:00:00,289.423778,43.191472,99520.28,20.75879,33.90464,storm_1354,2124.8,Tropical Storm,Tropical Storm
2013-09-19 00:00:00,292.792505,45.106006,100210.4,14.8962,650.3945,storm_1354,2443.8,Tropical Depression,Tropical Depression
2013-09-19 06:00:00,293.457343,45.922502,100325.5,12.91703,356.0764,storm_1354,2548.16,Tropical Depression,Tropical Depression
2013-09-19 12:00:00,295.451751,46.823892,100511.3,12.51845,0.0,storm_1354,2717.49,Tropical Depression,Tropical Depression
2013-09-19 18:00:00,296.204249,46.66048,100734.5,11.64567,0.0,storm_1354,2737.31,Tropical Depression,Tropical Depression
