time,lon,lat,slp,wsp,sfc_phi,tempest_ID,miami_dist,ss_wsp,ss_mslp
1989-08-15 00:00:00,329.461225,13.092061,101015.6,12.4034,0.0,storm_0236,5362.87,Tropical Depression,Tropical Depression
1989-08-15 06:00:00,328.718525,12.99796,100895.9,14.5618,0.0,storm_0236,5292.96,Tropical Depression,Tropical Depression
1989-08-15 12:00:00,327.012155,13.421224,101099.2,15.66964,0.0,storm_0236,5104.59,Tropical Depression,Tropical Depression
1989-08-15 18:00:00,324.834202,13.514012,100895.9,17.66862,0.0,storm_0236,4883.98,Tropical Storm,Tropical Depression
1989-08-16 00:00:00,322.597363,13.132458,100998.2,18.00713,0.0,storm_0236,4679.33,Tropical Storm,Tropical Depression
1989-08-16 06:00:00,320.670599,12.50977,100794.3,16.80461,0.0,storm_0236,4518.25,Tropical Depression,Tropical Depression
1989-08-16 12:00:00,319.41056,12.537818,100856.0,17.50184,0.0,storm_0236,4393.29,Tropical Storm,Tropical Depression
1989-08-16 18:00:00,317.945305,12.697484,100711.7,17.34061,0.0,storm_0236,4242.27,Tropical Storm,Tropical Depression
1989-08-17 06:00:00,313.586033,11.96868,100315.4,17.94419,0.0,storm_0236,3857.15,Tropical Storm,Tropical Depression
1989-08-17 12:00:00,312.342312,12.815964,100631.5,19.19671,0.0,storm_0236,3693.63,Tropical Storm,Tropical Depression
1989-08-17 18:00:00,310.555209,13.027569,100612.1,17.17958,0.0,storm_0236,3511.7,Tropical Storm,Tropical Depression
1989-08-18 06:00:00,306.628891,13.994793,100728.5,19.06024,0.0,storm_0236,3087.91,Tropical Storm,Tropical Depression
1989-08-18 12:00:00,303.795288,15.089663,100651.9,22.88636,0.0,storm_0236,2762.35,Tropical Storm,Tropical Depression
1989-08-18 18:00:00,302.248508,15.131222,100216.1,20.51045,0.0,storm_0236,2616.09,Tropical Storm,Tropical Depression
1989-08-19 00:00:00,301.378881,15.521089,100527.6,22.78481,0.0,storm_0236,2513.72,Tropical Storm,Tropical Depression
1989-08-19 06:00:00,299.730824,15.95763,100508.9,19.68357,0.0,storm_0236,2337.35,Tropical Storm,Tropical Depression
1989-08-19 12:00:00,298.070522,17.613694,100522.2,23.0294,0.0,storm_0236,2092.18,Tropical Storm,Tropical Depression
1989-08-19 18:00:00,296.218245,18.051844,99921.97,28.36971,0.0,storm_0236,1897.37,Tropical Storm,Tropical Storm
1989-08-20 00:00:00,295.443253,18.469634,99857.83,30.65624,51.48542,storm_0236,1803.27,Tropical Storm,Tropical Storm
1989-08-20 06:00:00,294.25572,19.270102,99853.05,28.4265,0.0,storm_0236,1650.8,Tropical Storm,Tropical Storm
1989-08-20 12:00:00,292.575087,20.008274,99562.68,33.48126,0.0,storm_0236,1456.97,Category 1,Tropical Storm
1989-08-20 18:00:00,291.375548,20.391316,99489.16,28.73404,0.0,storm_0236,1326.73,Tropical Storm,Tropical Storm
1989-08-21 00:00:00,290.657581,20.823718,99216.23,33.28138,0.0,storm_0236,1238.09,Category 1,Tropical Storm
1989-08-21 06:00:00,289.749838,21.377267,98661.83,36.47673,0.0,storm_0236,1126.04,Category 1,Category 1
1989-08-21 12:00:00,288.471771,21.837204,98178.32,39.87505,0.0,storm_0236,985.32,Category 1,Category 1
1989-08-21 18:00:00,287.566939,22.133149,97257.16,42.29578,0.0,storm_0236,887.6,Category 2,Category 2
1989-08-22 00:00:00,286.540396,22.590266,95442.27,54.74442,0.0,storm_0236,770.59,Category 3,Category 3
1989-08-22 06:00:00,285.578398,22.584398,93976.94,71.64227,0.0,storm_0236,685.78,Category 5,Category 4
1989-08-22 12:00:00,284.695775,22.469114,92645.1,73.80004,0.0,storm_0236,618.66,Category 5,Category 4
1989-08-22 18:00:00,284.025191,22.651204,91534.49,79.55798,0.0,storm_0236,552.2,Category 5,Category 5
1989-08-23 00:00:00,283.001847,23.078309,90256.03,87.13704,0.0,storm_0236,442.2,Category 5,Category 5
1989-08-23 06:00:00,282.381006,23.540762,90592.9,80.42468,0.0,storm_0236,360.83,Category 5,Category 5
1989-08-23 12:00:00,281.651814,23.920807,91601.78,76.31871,0.0,storm_0236,278.84,Category 5,Category 5
1989-08-23 18:00:00,280.652663,24.507471,90759.94,73.80475,0.0,storm_0236,165.49,Category 5,Category 5
1989-08-24 00:00:00,280.231895,25.38304,90553.23,74.92215,0.0,storm_0236,62.07,Category 5,Category 5
1989-08-24 06:00:00,279.763645,25.966256,92301.77,67.03561,39.24,storm_0236,21.43,Category 4,Category 5
1989-08-24 12:00:00,278.945542,26.96789,93951.23,48.96895,0.0,storm_0236,157.13,Category 2,Category 4
1989-08-24 18:00:00,278.030851,27.732422,95610.2,45.08633,392.4,storm_0236,279.14,Category 2,Category 3
1989-08-25 00:00:00,277.322463,28.564907,95926.68,42.11052,1.889928,storm_0236,394.79,Category 2,Category 3
1989-08-25 06:00:00,276.688355,29.29603,96066.02,39.82263,0.0,storm_0236,496.82,Category 1,Category 2
1989-08-25 12:00:00,276.3431,30.006612,96401.45,35.91788,118.2182,storm_0236,579.77,Category 1,Category 2
1989-08-25 18:00:00,276.107776,31.094613,97165.8,31.86041,831.5762,storm_0236,692.4,Tropical Storm,Category 2
1989-08-26 00:00:00,275.667643,32.194615,97851.73,22.98345,1475.855,storm_0236,818.58,Tropical Storm,Category 1
1989-08-26 06:00:00,275.551415,33.121749,98580.59,18.68623,2277.697,storm_0236,914.01,Tropical Storm,Category 1
1989-08-26 12:00:00,275.595114,34.476937,99107.19,13.09511,4040.228,storm_0236,1048.08,Tropical Depression,Tropical Storm
1989-08-26 18:00:00,276.043822,36.176505,99380.76,15.36748,3201.853,storm_0236,1210.2,Tropical Depression,Tropical Storm
1989-08-27 00:00:00,276.047411,37.696956,99557.27,15.65391,2752.329,storm_0236,1371.75,Tropical Depression,Tropical Storm
1989-08-27 06:00:00,277.247296,38.940978,99679.45,10.70402,2431.102,storm_0236,1483.16,Tropical Depression,Tropical Storm
1989-08-27 12:00:00,278.030492,40.295936,99722.62,17.74149,2715.831,storm_0236,1622.86,Tropical Storm,Tropical Storm
1989-08-27 18:00:00,279.57295,41.995292,99804.02,16.99879,1926.841,storm_0236,1803.71,Tropical Depression,Tropical Storm
1989-08-28 00:00:00,282.685302,43.086922,99844.05,14.8205,1519.821,storm_0236,1942.86,Tropical Depression,Tropical Storm
1989-08-28 06:00:00,288.539557,45.300192,99679.94,11.06645,4043.027,storm_0236,2307.45,Tropical Depression,Tropical Storm
1989-08-28 12:00:00,292.120389,46.446695,99309.45,20.7473,1496.704,storm_0236,2544.33,Tropical Storm,Tropical Storm
1989-08-28 18:00:00,296.689383,48.223232,98910.3,25.20557,0.0,storm_0236,2897.92,Tropical Storm,Category 1
1989-08-29 00:00:00,303.236406,49.99286,98721.71,25.1883,536.3041,storm_0236,3359.05,Tropical Storm,Category 1
