time,lon,lat,slp,wsp,sfc_phi,tempest_ID,miami_dist,ss_wsp,ss_mslp
2011-07-29 00:00:00,336.655971,7.694255,101127.4,12.37477,0.0,storm_1307,6327.6,Tropical Depression,Tropical Depression
2011-07-29 06:00:00,336.941376,7.823447,100952.6,15.53741,0.0,storm_1307,6349.67,Tropical Depression,Tropical Depression
2011-07-29 12:00:00,336.991423,8.397273,100971.8,17.00018,0.0,storm_1307,6327.13,Tropical Storm,Tropical Depression
2011-07-30 12:00:00,334.302724,8.389512,101149.9,17.20745,0.0,storm_1307,6060.69,Tropical Storm,Tropical Depression
2011-07-30 18:00:00,333.964905,9.575379,100586.6,25.647,0.0,storm_1307,5970.6,Tropical Storm,Tropical Depression
2011-07-31 00:00:00,333.530248,10.374507,100860.4,21.2077,0.0,storm_1307,5890.11,Tropical Storm,Tropical Depression
2011-07-31 06:00:00,332.578835,11.088426,100829.0,19.58557,0.0,storm_1307,5762.68,Tropical Storm,Tropical Depression
2011-07-31 12:00:00,331.166818,11.475207,101091.7,22.94717,0.0,storm_1307,5604.57,Tropical Storm,Tropical Depression
2011-07-31 18:00:00,329.972626,11.529797,100813.8,19.75994,0.0,storm_1307,5483.34,Tropical Storm,Tropical Depression
2011-08-01 00:00:00,328.105987,11.515664,100785.6,25.13123,0.0,storm_1307,5298.7,Tropical Storm,Tropical Depression
2011-08-01 06:00:00,326.451808,11.238406,100306.3,27.14805,0.0,storm_1307,5147.89,Tropical Storm,Tropical Depression
2011-08-01 12:00:00,324.526898,10.752116,100570.4,24.79308,0.0,storm_1307,4981.45,Tropical Storm,Tropical Depression
2011-08-01 18:00:00,322.867506,10.460976,100273.1,24.57276,0.0,storm_1307,4833.12,Tropical Storm,Tropical Depression
2011-08-02 00:00:00,321.233596,10.089602,100478.3,23.02501,0.0,storm_1307,4692.66,Tropical Storm,Tropical Depression
2011-08-02 06:00:00,319.914323,9.488243,100225.5,21.54877,0.0,storm_1307,4596.39,Tropical Storm,Tropical Depression
2011-08-02 12:00:00,319.092352,9.565001,100277.4,21.65078,0.0,storm_1307,4513.19,Tropical Storm,Tropical Depression
2011-08-02 18:00:00,318.314671,10.030324,100043.0,22.38309,0.0,storm_1307,4413.6,Tropical Storm,Tropical Depression
2011-08-03 00:00:00,317.34663,10.408347,100243.9,20.78681,0.0,storm_1307,4300.46,Tropical Storm,Tropical Depression
2011-08-03 06:00:00,316.330396,11.362162,100126.8,24.4502,0.0,storm_1307,4152.53,Tropical Storm,Tropical Depression
2011-08-03 12:00:00,314.883897,11.746787,100081.7,26.84139,0.0,storm_1307,3993.29,Tropical Storm,Tropical Depression
2011-08-03 18:00:00,313.839808,12.689451,99833.07,31.59258,0.0,storm_1307,3844.12,Tropical Storm,Tropical Storm
2011-08-04 00:00:00,312.554357,13.146723,99802.73,32.76183,0.0,storm_1307,3696.99,Tropical Storm,Tropical Storm
2011-08-04 06:00:00,310.612756,13.660741,99074.73,35.52177,0.0,storm_1307,3484.21,Category 1,Tropical Storm
2011-08-04 12:00:00,308.840837,14.247295,98646.84,39.21976,0.0,storm_1307,3284.48,Category 1,Category 1
2011-08-04 18:00:00,307.113355,14.702487,98533.8,43.49959,0.0,storm_1307,3096.23,Category 2,Category 1
2011-08-05 00:00:00,305.528849,15.129499,98285.95,41.32795,0.0,storm_1307,2923.54,Category 1,Category 1
2011-08-05 06:00:00,303.590026,15.452355,97857.62,42.71078,0.0,storm_1307,2723.52,Category 2,Category 1
2011-08-05 12:00:00,301.473202,16.042267,97172.19,46.70216,0.0,storm_1307,2493.6,Category 2,Category 2
2011-08-05 18:00:00,299.451239,16.423626,95269.75,63.56856,0.0,storm_1307,2285.21,Category 4,Category 3
2011-08-06 00:00:00,297.501849,17.057615,94572.45,58.89034,0.0,storm_1307,2070.67,Category 4,Category 4
2011-08-06 06:00:00,295.469223,17.381234,94394.12,62.42579,0.0,storm_1307,1868.17,Category 4,Category 4
2011-08-06 12:00:00,293.690431,17.677568,95427.09,67.13152,0.0,storm_1307,1692.8,Category 4,Category 3
2011-08-06 18:00:00,291.842998,18.295712,95183.41,64.91512,0.0,storm_1307,1493.54,Category 4,Category 3
2011-08-07 00:00:00,290.061963,18.930935,96335.58,55.57293,1291.854,storm_1307,1300.91,Category 3,Category 2
2011-08-07 06:00:00,288.570401,19.730487,96729.59,57.77434,468.0574,storm_1307,1122.84,Category 4,Category 2
2011-08-07 12:00:00,286.881674,20.780775,95681.45,66.87474,0.0,storm_1307,912.3,Category 4,Category 3
2011-08-07 18:00:00,285.255537,21.706784,92814.01,74.02551,0.0,storm_1307,716.75,Category 5,Category 4
2011-08-08 00:00:00,283.703823,23.080717,94204.77,80.32616,0.0,storm_1307,496.59,Category 5,Category 4
2011-08-08 06:00:00,282.054614,23.966072,92697.14,75.82822,0.0,storm_1307,304.28,Category 5,Category 4
