time,lon,lat,slp,wsp,sfc_phi,tempest_ID,miami_dist,ss_wsp,ss_mslp
2005-08-11 06:00:00,325.835278,12.346193,101059.4,18.14022,0.0,storm_1048,5035.56,Tropical Storm,Tropical Depression
2005-08-11 18:00:00,322.710224,13.404523,101096.8,18.40694,0.0,storm_1048,4678.23,Tropical Storm,Tropical Depression
2005-08-12 00:00:00,320.799566,13.603577,101081.8,22.51778,0.0,storm_1048,4480.36,Tropical Storm,Tropical Depression
2005-08-12 06:00:00,318.514454,13.772696,100826.2,23.52585,0.0,storm_1048,4247.42,Tropical Storm,Tropical Depression
2005-08-12 12:00:00,317.285167,13.674783,101051.3,20.10191,0.0,storm_1048,4131.21,Tropical Storm,Tropical Depression
2005-08-12 18:00:00,315.757792,14.402507,100887.1,18.54904,0.0,storm_1048,3947.71,Tropical Storm,Tropical Depression
2005-08-13 00:00:00,314.370595,14.594946,100933.3,20.41595,0.0,storm_1048,3802.95,Tropical Storm,Tropical Depression
2005-08-13 06:00:00,313.265416,15.143343,100543.9,24.62927,0.0,storm_1048,3669.59,Tropical Storm,Tropical Depression
2005-08-13 12:00:00,310.80655,15.425925,100549.8,24.83202,0.0,storm_1048,3416.53,Tropical Storm,Tropical Depression
2005-08-13 18:00:00,309.081215,15.435866,100348.3,25.41644,0.0,storm_1048,3248.61,Tropical Storm,Tropical Depression
2005-08-14 00:00:00,307.351107,15.430135,100192.7,27.35841,0.0,storm_1048,3082.13,Tropical Storm,Tropical Depression
2005-08-14 06:00:00,306.069487,15.024274,99683.02,34.65163,0.0,storm_1048,2980.3,Category 1,Tropical Storm
2005-08-14 12:00:00,304.933141,15.06076,99113.21,39.52934,0.0,storm_1048,2870.83,Category 1,Tropical Storm
2005-08-14 18:00:00,303.77885,15.550026,98349.35,41.41566,0.0,storm_1048,2736.08,Category 1,Category 1
2005-08-15 00:00:00,302.910879,15.94861,98352.89,46.8881,0.0,storm_1048,2633.29,Category 2,Category 1
2005-08-15 06:00:00,301.386146,16.613055,96451.15,49.54994,0.0,storm_1048,2454.95,Category 3,Category 2
2005-08-15 12:00:00,300.319726,16.895587,95506.05,59.86942,0.0,storm_1048,2340.08,Category 4,Category 3
2005-08-15 18:00:00,298.968017,17.635809,95212.58,62.88805,0.0,storm_1048,2174.69,Category 4,Category 3
2005-08-16 00:00:00,297.893968,17.899908,94543.63,68.5586,0.0,storm_1048,2060.54,Category 4,Category 4
2005-08-16 06:00:00,296.707789,18.331501,93438.62,65.22594,0.0,storm_1048,1927.43,Category 4,Category 4
2005-08-16 12:00:00,295.518116,18.752523,93302.16,85.33952,0.0,storm_1048,1794.87,Category 5,Category 4
2005-08-16 18:00:00,294.25572,19.270102,94227.67,69.84684,0.0,storm_1048,1650.8,Category 4,Category 4
2005-08-17 00:00:00,293.244999,19.780416,95056.11,65.35113,0.0,storm_1048,1530.64,Category 4,Category 3
2005-08-17 06:00:00,292.161569,19.998007,94400.7,60.60914,0.0,storm_1048,1419.67,Category 4,Category 4
2005-08-17 12:00:00,291.070963,20.83897,94807.62,77.1623,0.0,storm_1048,1275.21,Category 5,Category 3
2005-08-17 18:00:00,290.16786,21.153855,94314.35,57.84536,0.0,storm_1048,1175.94,Category 4,Category 4
2005-08-18 00:00:00,288.834039,22.073656,95736.01,61.65949,0.0,storm_1048,1006.68,Category 4,Category 3
2005-08-18 06:00:00,287.626551,22.420479,95213.19,62.63151,0.0,storm_1048,878.18,Category 4,Category 3
