time,lon,lat,slp,wsp,sfc_phi,tempest_ID,miami_dist,ss_wsp,ss_mslp
1991-11-13 18:00:00,277.798923,12.965693,100314.3,15.27032,0.0,storm_0310,1439.52,Tropical Depression,Tropical Depression
1991-11-14 00:00:00,276.868087,12.020508,100100.4,18.4595,0.0,storm_0310,1559.86,Tropical Storm,Tropical Depression
1991-11-14 06:00:00,278.634107,12.516207,100050.1,25.21887,0.0,storm_0310,1479.3,Tropical Storm,Tropical Depression
1991-11-14 12:00:00,280.473705,12.178717,99643.81,27.56378,0.0,storm_0310,1513.55,Tropical Storm,Tropical Storm
1991-11-14 18:00:00,280.866095,13.308107,99366.79,23.66717,0.0,storm_0310,1390.82,Tropical Storm,Tropical Storm
1991-11-15 00:00:00,280.802541,14.352968,99152.63,25.1223,0.0,storm_0310,1274.45,Tropical Storm,Tropical Storm
1991-11-15 06:00:00,279.995688,15.483101,99151.94,27.47001,0.0,storm_0310,1144.62,Tropical Storm,Tropical Storm
1991-11-15 12:00:00,278.800388,15.83584,99006.32,31.66201,0.0,storm_0310,1109.98,Tropical Storm,Tropical Storm
1991-11-15 18:00:00,278.408254,16.017016,98830.09,32.27787,0.0,storm_0310,1094.5,Tropical Storm,Category 1
1991-11-16 00:00:00,277.956526,16.058435,98280.68,35.24219,0.0,storm_0310,1097.07,Category 1,Category 1
1991-11-16 06:00:00,277.956526,16.058435,97800.31,38.89143,0.0,storm_0310,1097.07,Category 1,Category 1
1991-11-16 12:00:00,277.956526,16.058435,97011.2,44.48046,0.0,storm_0310,1097.07,Category 2,Category 2
1991-11-16 18:00:00,277.997947,16.577887,96809.8,40.33105,0.0,storm_0310,1039.41,Category 1,Category 2
1991-11-17 00:00:00,278.144836,17.088884,95773.17,43.64384,0.0,storm_0310,980.75,Category 2,Category 3
1991-11-17 06:00:00,277.729429,17.650485,94493.98,55.83063,0.0,storm_0310,928.14,Category 3,Category 4
1991-11-17 12:00:00,277.577432,18.424574,92946.15,67.18515,0.0,storm_0310,848.52,Category 4,Category 4
1991-11-17 18:00:00,277.344469,18.734974,91469.36,74.63897,0.0,storm_0310,822.27,Category 5,Category 5
1991-11-18 00:00:00,276.467233,19.329843,90346.05,80.52422,0.0,storm_0310,793.71,Category 5,Category 5
1991-11-18 06:00:00,276.349674,19.484129,89876.74,74.002,0.0,storm_0310,783.53,Category 5,Category 5
1991-11-18 12:00:00,275.922452,20.041703,90094.91,74.55709,0.0,storm_0310,750.51,Category 5,Category 5
1991-11-18 18:00:00,275.611419,20.444526,90779.87,69.19539,0.0,storm_0310,730.67,Category 4,Category 5
1991-11-19 00:00:00,275.211659,20.617051,91003.29,71.06521,0.0,storm_0310,740.15,Category 5,Category 5
1991-11-19 06:00:00,275.016431,20.867345,91562.55,68.92631,0.0,storm_0310,731.64,Category 4,Category 5
1991-11-19 12:00:00,274.736494,20.884968,91769.78,70.47896,0.0,storm_0310,749.52,Category 5,Category 5
1991-11-19 18:00:00,274.321703,20.525723,91421.14,69.30452,0.0,storm_0310,808.13,Category 4,Category 5
1991-11-20 00:00:00,274.321703,20.525723,91174.07,70.54139,0.0,storm_0310,808.13,Category 5,Category 5
1991-11-20 06:00:00,274.04382,20.541698,92017.09,67.65512,0.0,storm_0310,826.75,Category 4,Category 5
1991-11-20 12:00:00,273.78935,20.318586,92316.2,64.79157,0.0,storm_0310,863.02,Category 4,Category 5
1991-11-20 18:00:00,273.282886,20.289106,92713.84,59.64775,0.0,storm_0310,902.84,Category 4,Category 4
1991-11-21 00:00:00,273.163337,20.44153,92961.58,56.29962,8.780328,storm_0310,900.36,Category 3,Category 4
1991-11-21 06:00:00,273.043551,20.593871,94188.84,47.73845,0.0,storm_0310,898.37,Category 2,Category 4
1991-11-21 12:00:00,272.849221,20.840194,95142.52,46.67447,25.39242,storm_0310,896.18,Category 2,Category 3
1991-11-21 18:00:00,273.159668,21.11882,95618.46,44.87143,61.40957,storm_0310,851.64,Category 2,Category 3
1991-11-22 00:00:00,273.479806,21.928049,95611.74,45.16304,0.0,storm_0310,771.16,Category 2,Category 3
1991-11-22 06:00:00,273.285959,22.707951,95778.38,46.06936,0.0,storm_0310,742.38,Category 2,Category 3
1991-11-22 12:00:00,273.960556,23.739763,95811.16,44.59258,0.0,storm_0310,630.68,Category 2,Category 3
1991-11-22 18:00:00,274.402694,24.397053,96083.99,43.6991,0.0,storm_0310,563.84,Category 2,Category 2
1991-11-23 00:00:00,275.104223,25.277279,95971.69,43.46159,0.0,storm_0310,473.54,Category 2,Category 3
1991-11-23 06:00:00,275.682932,25.775762,96153.1,42.84247,0.0,storm_0310,411.37,Category 2,Category 2
1991-11-23 12:00:00,276.263309,26.269276,96289.85,40.37808,0.0,storm_0310,356.78,Category 1,Category 2
1991-11-23 18:00:00,276.585566,26.540517,96724.84,37.06235,0.0,storm_0310,331.08,Category 1,Category 2
1991-11-24 00:00:00,277.17243,27.029344,96931.12,33.06408,0.0,storm_0310,295.77,Category 1,Category 2
1991-11-24 06:00:00,277.600276,27.381539,97241.76,33.23578,117.8023,storm_0310,281.74,Category 1,Category 2
1991-11-24 12:00:00,277.38366,27.638413,97633.57,34.26389,0.0,storm_0310,316.41,Category 1,Category 1
1991-11-24 18:00:00,276.956959,27.285447,97983.46,35.49088,0.0,storm_0310,328.19,Category 1,Category 1
1991-11-25 00:00:00,277.17243,27.029344,98163.38,33.61414,0.0,storm_0310,295.77,Category 1,Category 1
1991-11-25 06:00:00,277.142123,26.73622,98475.17,31.96127,0.0,storm_0310,284.98,Tropical Storm,Category 1
1991-11-25 12:00:00,277.913041,26.137617,98692.62,24.13937,0.0,storm_0310,192.07,Tropical Storm,Category 1
1991-11-25 18:00:00,278.556933,26.228749,98912.71,22.21853,58.86,storm_0310,133.28,Tropical Storm,Category 1
1991-11-26 00:00:00,279.326544,26.840596,98987.12,25.19645,3.284016,storm_0310,127.21,Tropical Storm,Category 1
1991-11-26 06:00:00,279.284447,27.76772,98986.6,27.16135,78.48,storm_0310,227.21,Tropical Storm,Category 1
1991-11-26 12:00:00,278.744245,28.740141,98810.52,30.05959,116.5126,storm_0310,345.55,Tropical Storm,Category 1
1991-11-26 18:00:00,277.871457,28.576502,98843.03,29.46124,196.0959,storm_0310,364.81,Tropical Storm,Category 1
1991-11-27 00:00:00,277.412716,27.931652,98842.42,27.84282,1.27714,storm_0310,336.41,Tropical Storm,Category 1
1991-11-27 06:00:00,278.1649,27.573024,99030.39,22.18221,345.1995,storm_0310,257.06,Tropical Storm,Tropical Storm
1991-11-27 12:00:00,278.441258,28.766978,99257.75,21.20205,354.567,storm_0310,358.43,Tropical Storm,Tropical Storm
